loan_id,offer_id,borrower_id,lender_id,funded_amount,apr,term_months,funded_date,origination_fee_pct,origination_fee_amount
loan_604cf02cb59d,off_44b7f882ed50,brw_80088e50c7b7,lnd_f0806e150f18,24349.31,0.1809,24,2026-04-22,0.032,779.18
loan_0af8edcb4702,off_f95564083cf0,brw_554cdd4d846a,lnd_54a37531f7e5,28205.51,0.1062,36,2026-07-09,0.015,423.08
loan_4652eb486a19,off_147dcdacc3b7,brw_554cdd4d846a,lnd_54a37531f7e5,17715.88,0.0832,36,2026-05-26,0.015,265.74
loan_9523b9cd5b28,off_91898416044c,brw_9948a414f595,lnd_40648b57da4a,7235.85,0.2001,36,2026-05-17,0.04,289.43
loan_e9b6ea54e739,off_a825f65e879b,brw_767d803d6b91,lnd_ebd3fcc47db6,5413.01,0.0951,24,2026-09-02,0.02,108.26
loan_e782d4de2410,off_c8959650fa52,brw_767d803d6b91,lnd_ebd3fcc47db6,30682.05,0.0703,36,2026-08-22,0.02,613.64
loan_046269c6b879,off_0016b4436797,brw_767d803d6b91,lnd_eb741dcfd1a0,9605.91,0.1234,12,2026-06-10,0.022,211.33
loan_557211032730,off_fc1be38ab0a0,brw_416d9d4f26f3,lnd_5201a46cec3a,17455.0,0.1048,36,2026-04-11,0.025,436.38
loan_660fcc69c123,off_2fabfc8191ff,brw_416d9d4f26f3,lnd_f0806e150f18,12282.02,0.1298,24,2026-07-08,0.032,393.02
loan_dc875b916eae,off_f6fc9a63fbf3,brw_416d9d4f26f3,lnd_5201a46cec3a,16789.33,0.1566,24,2025-10-23,0.025,419.73
loan_0d3a148a827f,off_b7b01e187cf5,brw_963a3371904f,lnd_68d1bb39a009,8694.63,0.1923,36,2025-10-29,0.03,260.84
loan_cfe899765759,off_8222995396de,brw_05893e303d59,lnd_f0806e150f18,34959.18,0.1369,60,2025-08-27,0.032,1118.69
loan_d2404efac302,off_7cacf82121ce,brw_319f06c41bfe,lnd_ebd3fcc47db6,3147.74,0.0753,36,2026-06-25,0.02,62.95
loan_d9da32a06094,off_5c3bc280c45c,brw_319f06c41bfe,lnd_ebd3fcc47db6,10117.35,0.0687,60,2026-08-13,0.02,202.35
loan_a841c9ff9bbe,off_acd2e9e04332,brw_be0ceabcf5dd,lnd_f0806e150f18,29688.26,0.1949,12,2026-09-04,0.032,950.02
loan_cd9916b3c433,off_86ec08cecac0,brw_972de9a3bbbd,lnd_68d1bb39a009,28425.59,0.133,60,2026-07-13,0.03,852.77
loan_5ad1c6f8ddda,off_ddee55a0d9a8,brw_972de9a3bbbd,lnd_f0806e150f18,20442.04,0.1616,12,2026-09-14,0.032,654.15
loan_3f48c1efdac9,off_8eb939884df0,brw_972de9a3bbbd,lnd_f0806e150f18,10282.72,0.1789,24,2026-09-18,0.032,329.05
loan_a7e0e0bd839d,off_8178421e2966,brw_d4a2d8dbdcd8,lnd_68d1bb39a009,29287.88,0.1961,36,2026-07-06,0.03,878.64
loan_0744afe7b5d2,off_07f97569f913,brw_d4a2d8dbdcd8,lnd_f0806e150f18,29964.33,0.1483,24,2026-02-18,0.032,958.86
loan_4fd09043b4b2,off_76114591c3c4,brw_1e6e494c79fc,lnd_68d1bb39a009,27971.09,0.1732,36,2026-02-14,0.03,839.13
loan_6953d6680c3b,off_beafea2c5723,brw_821f7dadee88,lnd_f0806e150f18,32372.84,0.2008,36,2026-08-16,0.032,1035.93
loan_3304487a866a,off_f0d8cccee64c,brw_79143c503db4,lnd_5201a46cec3a,4413.1,0.1429,12,2026-08-14,0.025,110.33
loan_c20537a7f086,off_a122ada02535,brw_12dbd61e4a9c,lnd_f0806e150f18,5340.34,0.1812,24,2026-09-19,0.032,170.89
loan_5af27c0e76c0,off_40a8dab20bdb,brw_416aa09ecc56,lnd_40648b57da4a,12373.17,0.3078,48,2026-03-08,0.04,494.93
loan_03f9bfe5d403,off_75e50440b39b,brw_33cf4b9f8d2b,lnd_68d1bb39a009,12994.36,0.1679,12,2026-08-15,0.03,389.83
loan_dfc2c8256d54,off_a71fdccc299c,brw_c8c26128a6cb,lnd_f0806e150f18,15059.27,0.1847,36,2026-05-21,0.032,481.9
loan_b4cee38eee99,off_58e17a357682,brw_3628c2f09369,lnd_5201a46cec3a,29246.99,0.1216,48,2026-04-19,0.025,731.17
loan_3c7419d55c8a,off_88994f15d57b,brw_dc1f6a148e36,lnd_eb741dcfd1a0,8455.57,0.1176,48,2026-07-21,0.022,186.02
loan_7372974f5b03,off_075e717524a5,brw_bd6986ff2592,lnd_f0806e150f18,8234.44,0.1465,12,2025-12-17,0.032,263.5
loan_695f0d774fcd,off_4843a7055488,brw_c2ee0fd6128b,lnd_54a37531f7e5,9176.35,0.1051,24,2026-05-16,0.015,137.65
loan_47bdc12a33af,off_8b41d196734e,brw_8b1654872be8,lnd_eb741dcfd1a0,23725.26,0.0939,24,2026-04-21,0.022,521.96
loan_f02edd51e4dd,off_4b623fd358ff,brw_74100250205f,lnd_f0806e150f18,10835.6,0.1457,24,2026-03-04,0.032,346.74
loan_bc353ca69293,off_42d29e888d34,brw_79aabdd21ced,lnd_5201a46cec3a,17691.37,0.1238,24,2026-03-10,0.025,442.28
loan_541f6934e30f,off_0f35d23c14cf,brw_302be39f9a38,lnd_abf7ad1fc508,26308.64,0.3069,36,2026-05-15,0.045,1183.89
loan_c3583c5ebbc6,off_823f74146065,brw_302be39f9a38,lnd_abf7ad1fc508,8422.42,0.3097,48,2026-08-16,0.045,379.01
loan_8555ad503f1a,off_c037f451a37b,brw_ea4d97ac4baf,lnd_54a37531f7e5,11491.33,0.091,12,2026-04-28,0.015,172.37
loan_e7879f80fd59,off_d782c287b8ae,brw_c3cdd1599334,lnd_68d1bb39a009,13296.13,0.1987,36,2026-09-14,0.03,398.88
loan_c02897446b88,off_f196b134b575,brw_3d5d50663e5e,lnd_68d1bb39a009,14611.15,0.1828,36,2026-05-01,0.03,438.33
loan_0c7c668d1094,off_aa5e29f47a48,brw_24d882808d67,lnd_5201a46cec3a,1073.41,0.1155,36,2026-07-22,0.025,26.84
loan_b09daf92dbad,off_6118bf0fa2d3,brw_d659b320c4a0,lnd_5201a46cec3a,6880.62,0.1069,60,2026-02-09,0.025,172.02
loan_d4fb4b82f615,off_1cd916f705f0,brw_d659b320c4a0,lnd_5201a46cec3a,6190.92,0.0991,24,2025-11-15,0.025,154.77
loan_81b0110c2b91,off_613d28fca234,brw_2db5bd57bbec,lnd_2e2adcc3d662,6602.51,0.1437,24,2025-04-13,0.028,184.87
loan_8c32495c95f8,off_ea8357e506cd,brw_2db5bd57bbec,lnd_f0806e150f18,34858.0,0.1609,60,2025-12-30,0.032,1115.46
loan_ea993078a37d,off_b9dd6cdb1ff9,brw_fc84194eadbe,lnd_f0806e150f18,5070.34,0.192,36,2026-09-12,0.032,162.25
loan_5c614d1a6e2e,off_be58e4d4f033,brw_d91c7d8857bd,lnd_68d1bb39a009,17105.13,0.152,60,2026-05-02,0.03,513.15
